desc,tsne_x,tsne_y,desc_clear,target,target_num
"городской театр, категории: Театры и ДК Басманный",22.164103,18.056082,городской театр  театр дк басманный,театр,66
"Студия маникюра, категории: Салоны красоты и частные клиники Хамовники",-51.997166,-26.6766,студия маникюр  салон красота частный клиника хамовник,студия,63
"модный ресторан, категории: Рестораны и кафе Пресненский",-10.519222,57.0011,модный ресторан  ресторан кафе пресненский,ресторан,57
"офис медиагруппы, категории: Офисы Аэропорт",30.826315,36.188786,офис медиагруппа  офис аэропорт,офис,42
"кабинет с приемной, категории: Офисы Кабинеты, переговорные Соколиная Гора",27.303793,34.918884,кабинет приемная  офис кабинет переговорный соколиный гора,кабинет,24
"магазин электроники, категории: ТЦ, магазины Аэропорт",6.586709,32.84295,магазин электроника  тц магазин аэропорт,магазин,37
"представительский офис, категории: Офисы Пресненский",15.964597,31.814837,представительский офис  офис пресненский,офис,42
"Офис стартаперов, категории: Офисы Пресненский",15.982718,31.799574,офис стартапер  офис пресненский,офис,42
"арт парк, категории: Парки, площади Бутырский",14.287821,-18.669674,арт парк  парк площадь бутырский,арт,4
"Ногтевая студия, категории: Салоны красоты и частные клиники Бирюлёво Восточное",-46.020786,-25.689573,ногтевой студия  салон красота частный клиника бирюлево восточный,студия,63
"Обычная квартира, категории: Квартиры Обручевский район",-22.951754,-46.648872,обычный квартира  квартира обручевский район,квартира,27
"Помпезный отель, категории: Отели, гостиницы, хостелы Замоскворечье",-25.986502,10.505936,помпезный отель  отель гостиница хостел замоскворечье,отель,41
"Современная школа, категории: Школы Хорошёвский Футбол, баскетболл, волейболл, теннис ПРОСТРАНСТВА",-35.286423,6.164207,современный школа  школа хорошевский футбол баскетболла волейболла теннис пространство,школа,75
"Экспериментальный центр , категории: Конференц-залы ПРОСТРАНСТВА Театры и ДК",-16.5941,5.8674397,экспериментальный центр  конференц-зал пространство театр дк,центр,74
"Четырехэтажный пентхаус, категории: Квартиры Проспект Вернадского",-19.497978,-36.71635,четырехэтажный пентхаус  квартира проспект вернадский,квартира,27
"Дом охотника , категории: Дачные поселки Озера, реки, карьеры",-22.40076,18.470488,дом охотник  дачный поселок озеро река карьера,дом,18
"Индустриальная набережная, категории: Крылатское Открытые площадки",-3.5433311,-25.578362,индустриальный набережная  крылатский открытый площадка,набережная,39
"Двухэтажный клуб, категории: Ночные клубы и бары Беговой",-29.708052,29.963303,двухэтажный клуб  ночной клуб бар беговой,клуб,31
"ТРЦ с зеленым полом, категории: ТЦ, магазины Измайлово",-4.231408,33.823353,трц зеленый пол  тц магазин измайлово,тц,67
"Квартира декоратора , категории: Квартиры Дорогомилово",-24.991186,-42.81998,квартира декоратор  квартира дорогомилово,квартира,27
"Лофт-пространство , категории: Преображенское ПРОСТРАНСТВА",37.16341,16.284264,лофт пространство  преображенский пространство,лофт,36
"Свиноферма, категории: Дачные поселки",-3.3790078,10.366666,свиноферма  дачный поселок,поселок,52
"Панорамный ТРЦ, категории: ТЦ, магазины Орехово-Борисово Северное",0.9826086,37.887787,панорамный трц  тц магазин ореховый борисово северный,тц,67
"Концертная площадка, категории: Ночные клубы и бары Тверской",-27.911613,31.346369,концертный площадка  ночной клуб бар тверская,площадка,46
"Клуб с балконами, категории: Ночные клубы и бары Якиманка",-30.522207,28.753817,клуб балкон  ночной клуб бар якиманка,клуб,31
"Помпезная квартира , категории: Квартиры Тёплый Стан",-12.995737,-44.810673,помпезный квартира  квартира теплый стан,квартира,27
"Каменный ЖК, категории: Жилые помещения Жилые комплексы и подъезды Таганский",8.917565,-36.059242,каменный жк  жилой помещение жилой комплекс подъезд таганский,помещение,51
"Светлая квартира , категории: Квартиры Академический район",-24.21069,-45.948864,светлый квартира  квартира академический район,квартира,27
"Квартира в сталинке, категории: Квартиры Сокол",-12.010976,-40.130962,квартира сталинка  квартира сокол,квартира,27
"Аскетичный жилой комплекс, категории: Жилые комплексы и подъезды Гаражи и парковки Замоскворечье",11.477185,-34.783,аскетичный жилой комплекс  жилой комплекс подъезд гараж парковка замоскворечье,комплекс,32
"Крупный спортивный центр, категории: Футбол, баскетболл, волейболл, теннис Бокс, борьба Раменки",-36.65423,6.1555376,крупный спортивный центр  футбол баскетболла волейболла теннис бокс борьба раменки,центр,74
"Светлое кафе, категории: Рестораны и кафе",-15.254619,48.2833,светлый кафе  ресторан кафе,кафе,25
"Огромный ГСК, категории: Гаражи и парковки Промзоны Автосервисы, автотрассы",6.7423906,27.57928,огромный гск  гараж парковка промзона автосервис автотрасса,гараж,15
"Лофт с выходом на крышу, категории: Мастерские Крыши Урбан Якиманка СТУДИИ ПРОСТРАНСТВА",15.245388,-10.397536,лофт выход крыша  мастерская крыша урбан якиманка студия пространство,лофт,36
"Дом-мастерская архитектора, категории: Дачные поселки",-4.1644683,6.606174,дом мастерская архитектор  дачный поселок,дом,18
"Мрачный автосервис, категории: Куркино Автосервисы, автотрассы",2.0502315,22.122608,мрачный автосервис  куркино автосервис автотрасса,автосервис,1
"Спорткомплекс, категории: Гимнастические залы, манежы и стадионы Тёплый Стан",-43.905552,2.1318216,спорткомплекс  гимнастический зал манежы стадион теплый стан,зал,20
"Лаконичный продуктовый магазин, категории: ТЦ, магазины Строгино",0.604536,36.596416,лаконичный продуктовый магазин  тц магазин строгино,магазин,37
"Квартира в сталинском доме, категории: Квартиры Ломоносовский район",-18.891918,-47.557007,квартира сталинский дом  квартира ломоносовский район,квартира,27
"Йога-клуб, категории: Другие виды спорта Таганский",-12.57462,6.2154617,йога клуб  вид спорт таганский,клуб,31
"Божественный карьер, категории: Озера, реки, карьеры",-23.14959,18.919416,божественный карьер  озеро река карьера,озеро,40
"Дворы жилого квартала, категории: Дворы, детские площадки Марфино",-14.615644,-17.651255,двор жилой квартал  двор детский площадка марфино,квартал,26
"Стильный таунхаус, категории: Загородные дома и таунхаусы",-57.37359,12.202548,стильный таунхаус  загородный дом таунхаус,таунхаус,65
"Квартира с видом на Арбат, категории: Квартиры Арбат",-15.57692,-46.45785,квартира вид арбат  квартира арбат,квартира,27
"Старый ДК, категории: Театры и ДК",22.743744,16.490639,старый дк  театр дк,театр,66
"Стильный магазин электроники, категории: ТЦ, магазины Арбат",-0.7672023,33.78926,стильный магазин электроника  тц магазин арбат,магазин,37
"Громадный музыкальный магазин, категории: ТЦ, магазины Тверской",0.96792614,31.969028,громадный музыкальный магазин  тц магазин тверская,магазин,37
"Светлый магазин, категории: ТЦ, магазины Арбат",3.866631,34.27748,светлый магазин  тц магазин арбат,магазин,37
"Советский Дом культуры, категории: Театры и ДК Северный",-32.786743,14.604011,советский дом культура  театр дк северный,дом,18
"Просторные заводские помещения, категории: Промзоны Даниловский район",-19.680487,-11.148062,просторный заводский помещение  промзона даниловский район,помещение,51
"Невзрачный дом культуры, категории: Театры и ДК Измайлово",-32.96017,15.276478,невзрачный дом культура  театр дк измайлово,дом,18
"Дизайнерская квартира, категории: Квартиры Тёплый Стан",-12.026672,-45.136593,дизайнерский квартира  квартира теплый стан,квартира,27
"Квартира с отделкой под дерево, категории: Квартиры Тёплый Стан",-13.018003,-44.965702,квартира отделка дерево  квартира теплый стан,квартира,27
"Уютная квартира у зоопарка, категории: Квартиры Пресненский",-13.090191,-37.75599,уютный квартира зоопарк  квартира пресненский,квартира,27
"Строгий классический ремонт, категории: Квартиры Красносельский",-15.485831,-44.630363,строгий классический ремонт  квартира красносельский,квартира,27
"Квартира с недорогим ремонтом , категории: Квартиры Южнопортовый район",-24.801805,-44.530045,квартира недорогой ремонт  квартира южнопортовый район,квартира,27
"Элитный ЖК , категории: Жилые помещения Жилые комплексы и подъезды",8.743149,-35.935272,элитный жк  жилой помещение жилой комплекс подъезд,помещение,51
"Небольшой гаражно-строительный кооператив, категории: Замоскворечье Автосервисы, автотрассы",1.1426423,23.725798,небольшой гаражно-строительный кооператив  замоскворечье автосервис автотрасса,автосервис,1
"Просторный гаражно-строительный кооператив, категории: Братеево Гаражи и парковки",-6.144765,-20.254854,просторный гаражно-строительный кооператив  братеево гараж парковка,гараж,15
"Крытая баскетбольная площадка с трибунами, категории: Футбол, баскетболл, волейболл, теннис Бескудниковский Восточное Дегунино Дмитровский",-34.31518,-1.0083321,крытый баскетбольный площадка трибуна  футбол баскетболла волейболла теннис бескудниковский восточный дегунино дмитровский,площадка,46
"Спортивный клуб с большим игровым залом, категории: Футбол, баскетболл, волейболл, теннис Кунцево",-36.252083,7.874151,спортивный клуб большой игровой зал  футбол баскетболла волейболла теннис кунцево,клуб,31
"Сухой песчаный карьер, категории: Озера, реки, карьеры",-23.114656,19.01056,сухой песчаный карьер  озеро река карьера,озеро,40
"Огромный карьер с озером и полями, категории: Озера, реки, карьеры",-23.099075,18.612362,огромный карьер озеро поле  озеро река карьера,озеро,40
"Песчаный карьер в пределах города, категории: Озера, реки, карьеры",-23.10517,19.348272,песчаный карьер предел город  озеро река карьера,озеро,40
"Живописный песочный карьер, категории: Озера, реки, карьеры",-13.353281,-3.3015418,живописный песочный карьер  озеро река карьера,озеро,40
"Внушительный автосервис, категории: Мастерские Автосервисы, автотрассы",3.3148756,23.670593,внушительный автосервис  мастерская автосервис автотрасса,автосервис,1
"Пешеходный  мост через речку, категории: Улицы",-2.3398533,10.519858,пешеходный мост речка  улица,none,0
"Кладбище с часовней в лесу, категории: Кладбища, церкви Улицы Северный",-3.6011276,21.313126,кладбище часовня лес  кладбище церковь улица северный,кладбище,29
"Шикарный SPA-центр, категории: Бани и сауны Салоны красоты и частные клиники Пресненский",-49.509563,-24.412037,шикарный spa центр  баня сауна салон красота частный клиника пресненский,центр,74
"Грандиозная усадьба, категории: Усадьбы Даниловский район ПРОСТРАНСТВА Крыши",4.7663817,-3.8927195,грандиозный усадьба  усадьба даниловский район пространство крыша,усадьба,69
"Советский завод , категории: Пресненский",10.956375,7.5572467,советский завод  пресненский,none,0
"Дворы соседствующих жилых комплексов, категории: Улицы Хамовники",6.117909,25.999678,двор соседствовать жилой комплекс  улица хамовник,комплекс,32
"Лавка в испанском стиле, категории: Супермаркеты и рынки",-5.8811946,6.8918366,лавка испанский стиль  супермаркет рынок,супермаркет,64
"Протяжённая лофт-улица, категории: Бизнес-кварталы Улицы",-6.174313,10.321094,протяженный лофт улица  бизнес квартал улица,лофт,36
"Парк с катком и каруселями, категории: Ледовые холлы Парки, площади",11.12151,-11.04013,парк каток карусель  ледовый холл парк площадь,парк,43
"Квартал монументализма, категории: Улицы",-2.9597974,10.383461,квартал монументализм  улица,квартал,26
"Крыша сердца города, категории: Крыши Якиманка",21.946495,-17.75128,крыша сердце город  крыша якиманка,крыша,34
"Салон красоты с элементами богатства, категории: Салоны красоты и частные клиники Дорогомилово",-48.708218,-28.784458,салон красота элемент богатство  салон красота частный клиника дорогомилово,салон,59
"БЦ со стеклянным атриумом, категории: Бизнес-центры Бизнес-кварталы Сокол",7.828086,11.496331,бц стеклянный атриум  бизнес-центр бизнес квартал сокол,бизнес,10
"Деловой квартал возле высотки, категории: Бизнес-кварталы",-4.6734195,8.543809,деловой квартал возле высотка  бизнес квартал,квартал,26
"Длинная улица с граффити, категории: Улицы Центральный",-0.03418513,11.390682,длинный улица граффити  улица центральный,none,0
"Переулки с качественным граффити, категории: Улицы Центральный",0.6280416,12.326691,переулок качественный граффити  улица центральный,none,0
"Закоулки девяностых с граффити, категории: Улицы",-1.9551781,10.608655,закоулок девяностый граффити  улица,none,0
"ЖК с инфраструктурой высокого уровня, категории: Жилые комплексы и подъезды Улицы Гаражи и парковки",8.620412,-32.728737,жк инфраструктура высокий уровень  жилой комплекс подъезд улица гараж парковка,комплекс,32
"Винный супермаркет , категории: Супермаркеты и рынки",8.734641,-10.246289,винный супермаркет  супермаркет рынок,супермаркет,64
"Любительский стадион с гостевой трибуной, категории: Футбол, баскетболл, волейболл, теннис",-41.786575,1.588055,любительский стадион гостевой трибуна  футбол баскетболла волейболла теннис,стадион,62
"Светлый дом проректора, категории: Загородные дома и таунхаусы",-58.18496,8.544111,светлый дом проректор  загородный дом таунхаус,дом,18
"Парк спорта и отдыха, категории: Футбол, баскетболл, волейболл, теннис Парки, площади Мосты",-38.786877,4.050595,парк спорт отдых  футбол баскетболла волейболла теннис парк площадь мост,парк,43
"Белый подвал с трубами, категории: Подвалы",-22.703651,2.2238472,белый подвал труба  подвал,подвал,49
"Крыша с видом на Москва-сити , категории: Крыши",21.334656,-13.99179,крыша вид москва сити  крыша,крыша,34
"Дом Web-дизайнера, категории: Загородные дома и таунхаусы",-58.974968,11.4122305,дом web дизайнер  загородный дом таунхаус,дом,18
"Аскетический ресторан в тёмном дереве, категории: Рестораны и кафе",-16.448547,52.38322,аскетический ресторан темный дерево  ресторан кафе,ресторан,57
"Огромный оздоровительный комплекс, категории: Рестораны и кафе Бани и сауны Фитнес-клубы Футбол, баскетболл, волейболл, теннис Бассейны Гимнастические залы, манежы и стадионы Бокс, борьба Другие виды спорта Крыши Филёвский Парк",-41.579662,6.231243,огромный оздоровительный комплекс  ресторан кафе баня сауна фитнес-клуб футбол баскетболла волейболла теннис бассейн гимнастический зала манежы стадион бокс борьба вид спорт крыша филевский парк,комплекс,32
"Технический университет с классическим интерьером, категории: Университеты",-21.796177,-20.064358,технический университет классический интерьер  университет,университет,68
"Ледовый дворец спорта, категории: Ледовые холлы",-11.096657,13.380457,ледовый дворец спорт  ледовый холл,спорт,61
"Классический семейный ресторан, категории: Рестораны и кафе",-17.411512,54.518105,классический семейный ресторан  ресторан кафе,ресторан,57
"Крыша с препятствиями , категории: Крыши",12.495303,-17.693844,крыша препятствие  крыша,крыша,34
"Профессиональный конный клуб, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Беговой",-44.79002,2.7853262,профессиональный конный клуб  гимнастический зал манежы стадион вид спорт беговой,клуб,31
"Квартира в новом районе, категории: Квартиры",-24.164404,-45.369957,квартира новый район  квартира,квартира,27
"Апартаменты с завораживающим интерьером , категории: Отели, гостиницы, хостелы",-25.931528,9.8567505,апартамент завораживать интерьер  отель гостиница хостел,интерьер,23
"Бассейн с вышками, категории: Бассейны Гимнастические залы, манежы и стадионы Северное Измайлово",-44.067596,1.8302128,бассейн вышка  бассейн гимнастический зала манежы стадион северный измайлово,бассейн,8
"Пустая площадка промзоны , категории: Промзоны",-11.081466,-17.683727,пустой площадка промзона  промзона,площадка,46
"Отель с классическими номерами, категории: Отели, гостиницы, хостелы Якиманка",-24.118376,12.02974,отель классический номер  отель гостиница хостел якиманка,отель,41
"Русский банный городок, категории: Бани и сауны Бассейны",-18.43797,21.574495,русский банный городок  баня сауна бассейн,баня,6
"Спортивно-развлекательный комплекс, категории: Фитнес-клубы Футбол, баскетболл, волейболл, теннис Бассейны Гимнастические залы, манежы и стадионы Бокс, борьба Другие виды спорта Раменки",-41.430946,5.7507977,спортивный развлекательный комплекс  фитнес-клуб футбол баскетболла волейболла теннис бассейн гимнастический зала манежы стадион бокс борьба вид спорт раменки,комплекс,32
"Университет с классическим интерьером, категории: Университеты Тверской",-21.84924,-20.01097,университет классический интерьер  университет тверской,университет,68
"Автобусы дальнего следования , категории: Транспорт",-35.483833,-8.953691,автобус дальний следование  транспорт,none,0
"Дом творческой девушки, категории: Загородные дома и таунхаусы",-58.98595,11.387605,дом творческий девушка  загородный дом таунхаус,дом,18
"Учебная военная часть, категории: Кабинеты, переговорные Бассейны Военные части",-13.490961,-3.3071263,учебный военный часть  кабинет переговорный бассейн военный часть,кабинет,24
"Клиника со светлым интерьером, категории: Частные клиники Перово",-43.530426,-24.583567,клиника светлый интерьер  частный клиника перово,клиника,30
"Магазин со спортивной атрибутикой , категории: ТЦ, магазины Хорошёвский",-1.495622,35.701927,магазин спортивный атрибутика  тц магазин хорошевский,магазин,37
"Квартира с обычным ремонтом, категории: Квартиры Бескудниковский",-22.429243,-39.379993,квартира обычный ремонт  квартира бескудниковский,квартира,27
"Стильный барбершоп , категории: Салоны красоты и частные клиники Замоскворечье",-45.704487,-27.055416,стильный барбершоп  салон красота частный клиника замоскворечье,салон,59
"Отель с интересным лобби и рестораном, категории: Отели, гостиницы, хостелы Измайлово",-22.55638,47.29213,отель интересный лобби ресторан  отель гостиница хостел измайлово,отель,41
"Дом с шикарной угловой гостиной , категории: Загородные дома и таунхаусы",-55.854473,11.020083,дом шикарный угловой гостиная  загородный дом таунхаус,дом,18
"Крыша с видом на реку, категории: Крыши Нагатино-Садовники",18.958332,-13.051656,крыша вид река  крыша нагатино садовник,крыша,34
"Цех по переработке бумаги , категории: Промзоны Нагатино-Садовники",-8.771183,-11.69206,цех переработка бумага  промзона нагатино садовник,промзона,53
"Салон красоты с большими окнами, категории: Салоны красоты и частные клиники",-50.6462,-29.166445,салон красота большой окно  салон красота частный клиника,салон,59
"Жилой комплекс с развитой инфраструктурой, категории: Жилые комплексы и подъезды Проезжие части, пешеходные улицы Мосты Открытые площадки",8.532483,-32.108265,жилой комплекс развитый инфраструктура  жилой комплекс подъезд проезжий часть пешеходный улица мост открытый площадка,комплекс,32
"Институт с круглым конференц-залом, категории: Конференц-залы Университеты Тверской Библиотеки",-13.971558,17.474878,институт круглый конференц-зал  конференц-зал университет тверской библиотека,университет,68
"Лофт-бар со сценой, категории: Рестораны и кафе Басманный",-18.212292,47.843388,лофт бар сцена  ресторан кафе басманный,лофт,36
"Квартира с красной подсветкой , категории: Квартиры",-24.192589,-41.82,квартира красный подсветка  квартира,квартира,27
"Улицы с массивными зданиями , категории: Проезжие части, пешеходные улицы Дворы, детские площадки Улицы Чертаново Центральное",-13.92416,-2.235277,улица массивный здание  проезжий часть пешеходный улица двор детский площадка улица чертаново центральный,здание,22
"Студия звукозаписи со сценой, категории: Мастерские и студии Басманный",-12.798482,-18.744122,студия звукозапись сцена  мастерская студия басманный,студия,63
"Склад как бомбоубежище, категории: Подвалы Промзоны",-19.004534,-2.275385,склад бомбоубежище  подвал промзона,подвал,49
"Просторные улицы промзоны, категории: Промзоны Хорошёвский",-20.939,-6.0693016,просторный улица промзона  промзона хорошевский,промзона,53
"Белый склад с тоннелями , категории: Подвалы Промзоны Хорошёвский",-20.687632,0.43839958,белый склад тоннель  подвал промзона хорошевский,подвал,49
"Крыша с площадкой для вертолёта, категории: Вертолетные площадки Крыши Пресненский",9.354621,-26.029837,крыша площадка вертолет  вертолетный площадка крыша пресненский,крыша,34
"Круглый дом в лесу, категории: Загородные дома и таунхаусы",-55.960938,11.811441,круглый дом лес  загородный дом таунхаус,дом,18
"Старинная лечебница, категории: Больницы Гагаринский район",-5.022694,-13.391992,старинный лечебница  больница гагаринский район,больница,12
"Велосипедный гараж, категории: Гаражи и парковки Покровское-Стрешнево",6.147314,-22.19787,велосипедный гараж  гараж парковка покровский стрешнево,гараж,15
"Светлая столярная мастерская, категории: Промзоны",-12.378294,-14.431767,светлый столярный мастерская  промзона,мастерская,38
"Крыша небоскрёба, категории: Крыши",10.943876,-16.338741,крыша небоскреб  крыша,крыша,34
"Крыша с видом на центр города, категории: Крыши Арбат",21.437338,-15.323972,крыша вид центр город  крыша арбат,крыша,34
"Университет с зелёными коридорами, категории: Университеты Басманный",10.526182,-4.8370457,университет зеленый коридор  университет басманный,университет,68
"Парк в исторической части Москвы, категории: Парки, площади Дворы, детские площадки Басманный",9.540237,-19.183092,парк исторический часть москва  парк площадь двор детский площадка басманный,парк,43
"Мужской клуб с бархатными стенами, категории: Ночные клубы и бары Алексеевский",-29.72343,28.480787,мужской клуб бархатный стена  ночной клуб бар алексеевский,клуб,31
"Дом в скандинавском стиле , категории: Загородные дома и таунхаусы",-61.52255,11.907632,дом скандинавский стиль  загородный дом таунхаус,дом,18
"Комфортабельный коттедж с дорогой мебелью, категории: Загородные дома и таунхаусы",-58.11285,6.746236,комфортабельный коттедж дорога мебель  загородный дом таунхаус,дорога,19
"Дом с итальянским интерьером, категории: Загородные дома и таунхаусы",-58.03822,8.668878,дом итальянский интерьер  загородный дом таунхаус,дом,18
"Обыкновенная веломастерская, категории: Гаражи и парковки Таганский",7.789787,-22.198343,обыкновенный веломастерская  гараж парковка таганский,гараж,15
"Харизматичный дом в классическом стиле , категории: Загородные дома и таунхаусы",-61.44779,12.157928,харизматичный дом классический стиль  загородный дом таунхаус,дом,18
"Деревянный дом на берегу реки, категории: Дачные поселки",4.0499806,-27.208868,деревянный дом берег река  дачный поселок,дом,18
"Дом отличающийся гармоничностью, категории: Загородные дома и таунхаусы",-58.658546,14.400921,дом отличаться гармоничность  загородный дом таунхаус,дом,18
"Дом стюардессы, категории: Загородные дома и таунхаусы",-57.191063,11.504053,дом стюардесса  загородный дом таунхаус,дом,18
"Дом яркая роскошь, категории: Загородные дома и таунхаусы Кунцево",-62.09246,9.779792,дом яркий роскошь  загородный дом таунхаус кунцево,дом,18
"Первоклассный дом с бассейном, категории: Загородные дома и таунхаусы",-57.922153,11.63228,первоклассный дом бассейн  загородный дом таунхаус,дом,18
"Сталинский подъезд, категории: Жилые комплексы и подъезды",7.563175,-34.64976,сталинский подъезд  жилой комплекс подъезд,подъезд,50
"Кладбище со скромной капеллой , категории: Кладбища, церкви",-4.0624776,21.877872,кладбище скромный капелла  кладбище церковь,кладбище,29
"Классический дом с деревянным интерьером, категории: Дачные поселки",0.34982634,-26.265184,классический дом деревянный интерьер  дачный поселок,дом,18
"Модный дом с бильярдом, категории: Загородные дома и таунхаусы",-56.918987,10.944964,модный дом бильярд  загородный дом таунхаус,дом,18
"Классический светлый дом, категории: Загородные дома и таунхаусы",-59.09977,8.711357,классический светлый дом  загородный дом таунхаус,дом,18
"Традиционный семейный коттедж, категории: Загородные дома и таунхаусы",-59.871395,7.184026,традиционный семейный коттедж  загородный дом таунхаус,дом,18
"Дом молодой семьи, категории: Загородные дома и таунхаусы",-56.14829,12.436116,дом молодой семья  загородный дом таунхаус,дом,18
"Семейный коттедж , категории: Загородные дома и таунхаусы",-59.76562,7.2570047,семейный коттедж  загородный дом таунхаус,дом,18
"Бассейн с городскими фонами, категории: Бассейны Бутырский",5.757566,16.668224,бассейн городской фон  бассейн бутырский,бассейн,8
"Кладбище с часовней, категории: Кладбища, церкви Головинский",-3.9185307,21.72275,кладбище часовня  кладбище церковь головинский,кладбище,29
"Вместительная квартира с классическим интерьером, категории: Квартиры Митино",-24.312092,-44.268234,вместительный квартира классический интерьер  квартира митино,квартира,27
"Пляж с пирсом, категории: Набережные, пляжи Пирсы",1.0898721,-18.596642,пляж пирс  набережная пляж пирс,пляж,48
"Кладбище с капеллой, категории: Кладбища, церкви Алексеевский",-3.8902915,21.904661,кладбище капелла  кладбище церковь алексеевский,кладбище,29
"Крыша с живописным видом на город, категории: Крыши Тверской",20.177025,-14.397506,крыша живописный вид город  крыша тверская,крыша,34
"Ветеринарная клиника с мансардой, категории: Частные клиники",-45.132008,-24.019785,ветеринарный клиника мансарда  частный клиника,клиника,30
"Лечебница со светлым интерьером, категории: Больницы Покровское-Стрешнево",5.816738,14.107278,лечебница светлый интерьер  больница покровский стрешнево,интерьер,23
"Склад с заливным полом, категории: ПРОСТРАНСТВА",-19.345684,5.0464315,склад заливной пол  пространство,пространство,54
"Больница СССР , категории: Больницы",-17.747906,-15.27707,больница ссср  больница,больница,12
"Бункер с бетонными стенами, категории: Подвалы Промзоны",-17.301378,-8.43653,бункер бетонный стена  подвал промзона,подвал,49
"Квартира со светлой детской, категории: Квартиры Гагаринский район",-21.90268,-47.499893,квартира светлый детский  квартира гагаринский район,квартира,27
"Склад в старом здании, категории: Промзоны Люблино",-12.374934,-12.28561,склад старый здание  промзона люблино,здание,22
"Эксцентричная квартира молодой пары, категории: Квартиры Донской район",-21.61008,-45.475132,эксцентричный квартира молодой пара  квартира донской район,квартира,27
"Парк с рекой, категории: Парки, площади Озера, реки, карьеры Покровское-Стрешнево",15.215755,-21.936573,парк река  парк площадь озеро река карьера покровский стрешнево,парк,43
"Веломастерская в подвальном помещении , категории: Мастерские и студии Подвалы Покровское-Стрешнево",-30.417978,-10.146511,веломастерская подвальный помещение  мастерская студия подвал покровский стрешнево,помещение,51
"Больничные коридоры, категории: Больницы Подвалы Люблино",-10.496187,7.619909,больничный коридор  больница подвал люблино,больница,12
"Коридоры промзоны, категории: Промзоны Кокошкино",-1.1086559,-6.498177,коридор промзона  промзона кокошкин,промзона,53
