desc,tsne_x,tsne_y,desc_clear,target,target_num
"Квартира в сталинском доме, категории: Квартиры Ломоносовский район",-22.33453,-39.64523,квартира сталинский дом  квартира ломоносовский район,квартира,27
"Йога-клуб, категории: Другие виды спорта Таганский",30.87157,-12.3785095,йога клуб  вид спорт таганский,клуб,31
"Божественный карьер, категории: Озера, реки, карьеры",2.3134332,2.45776,божественный карьер  озеро река карьера,озеро,40
"Дворы жилого квартала, категории: Дворы, детские площадки Марфино",1.336331,8.366107,двор жилой квартал  двор детский площадка марфино,квартал,26
"Стильный таунхаус, категории: Загородные дома и таунхаусы",62.99131,-16.013988,стильный таунхаус  загородный дом таунхаус,таунхаус,65
"Квартира с видом на Арбат, категории: Квартиры Арбат",-17.485374,-29.652372,квартира вид арбат  квартира арбат,квартира,27
"Старый ДК, категории: Театры и ДК",18.979168,15.180822,старый дк  театр дк,театр,66
"Стильный магазин электроники, категории: ТЦ, магазины Арбат",-8.129343,29.55222,стильный магазин электроника  тц магазин арбат,магазин,37
"Громадный музыкальный магазин, категории: ТЦ, магазины Тверской",-4.760206,28.482681,громадный музыкальный магазин  тц магазин тверская,магазин,37
"Светлый магазин, категории: ТЦ, магазины Арбат",-6.4851594,26.027157,светлый магазин  тц магазин арбат,магазин,37
"Советский Дом культуры, категории: Театры и ДК Северный",32.600597,4.161381,советский дом культура  театр дк северный,дом,18
"Просторные заводские помещения, категории: Промзоны Даниловский район",15.781831,-28.70325,просторный заводский помещение  промзона даниловский район,помещение,51
"Невзрачный дом культуры, категории: Театры и ДК Измайлово",32.614716,4.730783,невзрачный дом культура  театр дк измайлово,дом,18
"Дизайнерская квартира, категории: Квартиры Тёплый Стан",-19.660982,-25.987682,дизайнерский квартира  квартира теплый стан,квартира,27
"Квартира с отделкой под дерево, категории: Квартиры Тёплый Стан",-19.26843,-26.75095,квартира отделка дерево  квартира теплый стан,квартира,27
"Уютная квартира у зоопарка, категории: Квартиры Пресненский",-29.084023,-25.727722,уютный квартира зоопарк  квартира пресненский,квартира,27
"Строгий классический ремонт, категории: Квартиры Красносельский",-17.18007,-27.921932,строгий классический ремонт  квартира красносельский,квартира,27
"Квартира с недорогим ремонтом , категории: Квартиры Южнопортовый район",-19.1992,-35.65291,квартира недорогой ремонт  квартира южнопортовый район,квартира,27
"Элитный ЖК , категории: Жилые помещения Жилые комплексы и подъезды",-28.527353,-3.2046332,элитный жк  жилой помещение жилой комплекс подъезд,помещение,51
"Небольшой гаражно-строительный кооператив, категории: Замоскворечье Автосервисы, автотрассы",2.861643,21.158968,небольшой гаражно-строительный кооператив  замоскворечье автосервис автотрасса,автосервис,1
"Просторный гаражно-строительный кооператив, категории: Братеево Гаражи и парковки",-13.858245,1.8186752,просторный гаражно-строительный кооператив  братеево гараж парковка,гараж,15
"Крытая баскетбольная площадка с трибунами, категории: Футбол, баскетболл, волейболл, теннис Бескудниковский Восточное Дегунино Дмитровский",30.361332,-2.118202,крытый баскетбольный площадка трибуна  футбол баскетболла волейболла теннис бескудниковский восточный дегунино дмитровский,площадка,46
"Спортивный клуб с большим игровым залом, категории: Футбол, баскетболл, волейболл, теннис Кунцево",37.747375,-0.29335627,спортивный клуб большой игровой зал  футбол баскетболла волейболла теннис кунцево,клуб,31
"Сухой песчаный карьер, категории: Озера, реки, карьеры",2.4856992,2.3581944,сухой песчаный карьер  озеро река карьера,озеро,40
"Огромный карьер с озером и полями, категории: Озера, реки, карьеры",2.0893967,2.1783907,огромный карьер озеро поле  озеро река карьера,озеро,40
"Песчаный карьер в пределах города, категории: Озера, реки, карьеры",2.6167202,2.5625734,песчаный карьер предел город  озеро река карьера,озеро,40
"Живописный песочный карьер, категории: Озера, реки, карьеры",0.78488344,3.4733608,живописный песочный карьер  озеро река карьера,озеро,40
"Внушительный автосервис, категории: Мастерские Автосервисы, автотрассы",2.014298,20.1073,внушительный автосервис  мастерская автосервис автотрасса,автосервис,1
"Пешеходный  мост через речку, категории: Улицы",-3.0808723,-5.761468,пешеходный мост речка  улица,none,0
"Кладбище с часовней в лесу, категории: Кладбища, церкви Улицы Северный",14.426661,11.873017,кладбище часовня лес  кладбище церковь улица северный,кладбище,29
"Шикарный SPA-центр, категории: Бани и сауны Салоны красоты и частные клиники Пресненский",-47.74656,15.185846,шикарный spa центр  баня сауна салон красота частный клиника пресненский,центр,74
"Грандиозная усадьба, категории: Усадьбы Даниловский район ПРОСТРАНСТВА Крыши",17.844868,-26.184967,грандиозный усадьба  усадьба даниловский район пространство крыша,усадьба,69
"Советский завод , категории: Пресненский",-7.3633065,11.435717,советский завод  пресненский,none,0
"Дворы соседствующих жилых комплексов, категории: Улицы Хамовники",-3.0766783,18.22342,двор соседствовать жилой комплекс  улица хамовник,комплекс,32
"Лавка в испанском стиле, категории: Супермаркеты и рынки",11.088024,-10.067465,лавка испанский стиль  супермаркет рынок,супермаркет,64
"Протяжённая лофт-улица, категории: Бизнес-кварталы Улицы",19.116974,-12.491468,протяженный лофт улица  бизнес квартал улица,лофт,36
"Парк с катком и каруселями, категории: Ледовые холлы Парки, площади",1.9697155,-29.035,парк каток карусель  ледовый холл парк площадь,парк,43
"Квартал монументализма, категории: Улицы",-2.6537743,-5.5837007,квартал монументализм  улица,квартал,26
"Крыша сердца города, категории: Крыши Якиманка",7.118456,-38.96604,крыша сердце город  крыша якиманка,крыша,34
"Салон красоты с элементами богатства, категории: Салоны красоты и частные клиники Дорогомилово",-48.329155,9.159433,салон красота элемент богатство  салон красота частный клиника дорогомилово,салон,59
"БЦ со стеклянным атриумом, категории: Бизнес-центры Бизнес-кварталы Сокол",6.950366,8.349027,бц стеклянный атриум  бизнес-центр бизнес квартал сокол,бизнес,10
"Деловой квартал возле высотки, категории: Бизнес-кварталы",12.380025,-9.354363,деловой квартал возле высотка  бизнес квартал,квартал,26
"Длинная улица с граффити, категории: Улицы Центральный",-0.19882296,10.193502,длинный улица граффити  улица центральный,none,0
"Переулки с качественным граффити, категории: Улицы Центральный",-0.03901671,10.747223,переулок качественный граффити  улица центральный,none,0
"Закоулки девяностых с граффити, категории: Улицы",-3.3555896,-5.6306076,закоулок девяностый граффити  улица,none,0
"ЖК с инфраструктурой высокого уровня, категории: Жилые комплексы и подъезды Улицы Гаражи и парковки",-25.969757,-1.6813745,жк инфраструктура высокий уровень  жилой комплекс подъезд улица гараж парковка,комплекс,32
"Винный супермаркет , категории: Супермаркеты и рынки",5.1068444,-28.032389,винный супермаркет  супермаркет рынок,супермаркет,64
"Любительский стадион с гостевой трибуной, категории: Футбол, баскетболл, волейболл, теннис",37.776016,-8.781352,любительский стадион гостевой трибуна  футбол баскетболла волейболла теннис,стадион,62
"Светлый дом проректора, категории: Загородные дома и таунхаусы",60.743153,-20.66751,светлый дом проректор  загородный дом таунхаус,дом,18
"Парк спорта и отдыха, категории: Футбол, баскетболл, волейболл, теннис Парки, площади Мосты",37.898293,-5.7916484,парк спорт отдых  футбол баскетболла волейболла теннис парк площадь мост,парк,43
"Белый подвал с трубами, категории: Подвалы",25.64058,1.0752314,белый подвал труба  подвал,подвал,49
"Крыша с видом на Москва-сити , категории: Крыши",4.966466,-36.36324,крыша вид москва сити  крыша,крыша,34
"Дом Web-дизайнера, категории: Загородные дома и таунхаусы",64.335686,-18.126354,дом web дизайнер  загородный дом таунхаус,дом,18
"Аскетический ресторан в тёмном дереве, категории: Рестораны и кафе",-6.025975,51.852787,аскетический ресторан темный дерево  ресторан кафе,ресторан,57
"Огромный оздоровительный комплекс, категории: Рестораны и кафе Бани и сауны Фитнес-клубы Футбол, баскетболл, волейболл, теннис Бассейны Гимнастические залы, манежы и стадионы Бокс, борьба Другие виды спорта Крыши Филёвский Парк",41.147404,-6.589497,огромный оздоровительный комплекс  ресторан кафе баня сауна фитнес-клуб футбол баскетболла волейболла теннис бассейн гимнастический зала манежы стадион бокс борьба вид спорт крыша филевский парк,комплекс,32
"Технический университет с классическим интерьером, категории: Университеты",19.135595,-30.066895,технический университет классический интерьер  университет,университет,68
"Ледовый дворец спорта, категории: Ледовые холлы",22.323526,-17.22943,ледовый дворец спорт  ледовый холл,спорт,61
"Классический семейный ресторан, категории: Рестораны и кафе",-12.656381,54.490177,классический семейный ресторан  ресторан кафе,ресторан,57
"Крыша с препятствиями , категории: Крыши",-4.392024,-23.445398,крыша препятствие  крыша,крыша,34
"Профессиональный конный клуб, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Беговой",36.062763,-11.032797,профессиональный конный клуб  гимнастический зал манежы стадион вид спорт беговой,клуб,31
"Квартира в новом районе, категории: Квартиры",-20.04525,-36.05995,квартира новый район  квартира,квартира,27
"Апартаменты с завораживающим интерьером , категории: Отели, гостиницы, хостелы",-27.814104,7.4172425,апартамент завораживать интерьер  отель гостиница хостел,интерьер,23
"Бассейн с вышками, категории: Бассейны Гимнастические залы, манежы и стадионы Северное Измайлово",37.10466,-10.921621,бассейн вышка  бассейн гимнастический зала манежы стадион северный измайлово,бассейн,8
"Пустая площадка промзоны , категории: Промзоны",-9.839544,-14.408985,пустой площадка промзона  промзона,площадка,46
"Отель с классическими номерами, категории: Отели, гостиницы, хостелы Якиманка",-25.910667,10.389752,отель классический номер  отель гостиница хостел якиманка,отель,41
"Русский банный городок, категории: Бани и сауны Бассейны",1.7332697,17.439945,русский банный городок  баня сауна бассейн,баня,6
"Спортивно-развлекательный комплекс, категории: Фитнес-клубы Футбол, баскетболл, волейболл, теннис Бассейны Гимнастические залы, манежы и стадионы Бокс, борьба Другие виды спорта Раменки",40.762875,-6.7864823,спортивный развлекательный комплекс  фитнес-клуб футбол баскетболла волейболла теннис бассейн гимнастический зала манежы стадион бокс борьба вид спорт раменки,комплекс,32
"Университет с классическим интерьером, категории: Университеты Тверской",19.11541,-30.067034,университет классический интерьер  университет тверской,университет,68
"Автобусы дальнего следования , категории: Транспорт",12.487873,6.1509523,автобус дальний следование  транспорт,none,0
"Дом творческой девушки, категории: Загородные дома и таунхаусы",64.27768,-18.213377,дом творческий девушка  загородный дом таунхаус,дом,18
"Учебная военная часть, категории: Кабинеты, переговорные Бассейны Военные части",0.5601228,3.4804745,учебный военный часть  кабинет переговорный бассейн военный часть,кабинет,24
"Клиника со светлым интерьером, категории: Частные клиники Перово",-44.499195,6.481083,клиника светлый интерьер  частный клиника перово,клиника,30
"Магазин со спортивной атрибутикой , категории: ТЦ, магазины Хорошёвский",-8.728493,31.575193,магазин спортивный атрибутика  тц магазин хорошевский,магазин,37
"Квартира с обычным ремонтом, категории: Квартиры Бескудниковский",-27.523947,-32.30772,квартира обычный ремонт  квартира бескудниковский,квартира,27
"Стильный барбершоп , категории: Салоны красоты и частные клиники Замоскворечье",-45.450176,9.711389,стильный барбершоп  салон красота частный клиника замоскворечье,салон,59
"Отель с интересным лобби и рестораном, категории: Отели, гостиницы, хостелы Измайлово",-7.0055065,60.42624,отель интересный лобби ресторан  отель гостиница хостел измайлово,отель,41
"Дом с шикарной угловой гостиной , категории: Загородные дома и таунхаусы",62.504185,-14.844953,дом шикарный угловой гостиная  загородный дом таунхаус,дом,18
"Крыша с видом на реку, категории: Крыши Нагатино-Садовники",4.567472,-33.720753,крыша вид река  крыша нагатино садовник,крыша,34
"Цех по переработке бумаги , категории: Промзоны Нагатино-Садовники",-3.492297,-8.373988,цех переработка бумага  промзона нагатино садовник,промзона,53
"Салон красоты с большими окнами, категории: Салоны красоты и частные клиники",-50.906143,10.783327,салон красота большой окно  салон красота частный клиника,салон,59
"Жилой комплекс с развитой инфраструктурой, категории: Жилые комплексы и подъезды Проезжие части, пешеходные улицы Мосты Открытые площадки",-25.42574,-1.6396645,жилой комплекс развитый инфраструктура  жилой комплекс подъезд проезжий часть пешеходный улица мост открытый площадка,комплекс,32
"Институт с круглым конференц-залом, категории: Конференц-залы Университеты Тверской Библиотеки",29.104528,-15.442964,институт круглый конференц-зал  конференц-зал университет тверской библиотека,университет,68
"Лофт-бар со сценой, категории: Рестораны и кафе Басманный",-5.9791393,55.214466,лофт бар сцена  ресторан кафе басманный,лофт,36
"Квартира с красной подсветкой , категории: Квартиры",-20.426258,-32.658478,квартира красный подсветка  квартира,квартира,27
"Улицы с массивными зданиями , категории: Проезжие части, пешеходные улицы Дворы, детские площадки Улицы Чертаново Центральное",0.5701446,7.542704,улица массивный здание  проезжий часть пешеходный улица двор детский площадка улица чертаново центральный,здание,22
"Студия звукозаписи со сценой, категории: Мастерские и студии Басманный",-16.437777,-13.182183,студия звукозапись сцена  мастерская студия басманный,студия,63
"Склад как бомбоубежище, категории: Подвалы Промзоны",17.45909,5.5919867,склад бомбоубежище  подвал промзона,подвал,49
"Просторные улицы промзоны, категории: Промзоны Хорошёвский",3.5564528,-12.565363,просторный улица промзона  промзона хорошевский,промзона,53
"Белый склад с тоннелями , категории: Подвалы Промзоны Хорошёвский",16.672459,7.9241896,белый склад тоннель  подвал промзона хорошевский,подвал,49
"Крыша с площадкой для вертолёта, категории: Вертолетные площадки Крыши Пресненский",-21.007492,6.248406,крыша площадка вертолет  вертолетный площадка крыша пресненский,крыша,34
"Круглый дом в лесу, категории: Загородные дома и таунхаусы",63.9292,-14.571026,круглый дом лес  загородный дом таунхаус,дом,18
"Старинная лечебница, категории: Больницы Гагаринский район",-8.521147,-11.142894,старинный лечебница  больница гагаринский район,больница,12
"Велосипедный гараж, категории: Гаражи и парковки Покровское-Стрешнево",-15.309048,7.9320335,велосипедный гараж  гараж парковка покровский стрешнево,гараж,15
"Светлая столярная мастерская, категории: Промзоны",4.4230356,-9.909906,светлый столярный мастерская  промзона,мастерская,38
"Крыша небоскрёба, категории: Крыши",-5.8483505,-22.102186,крыша небоскреб  крыша,крыша,34
"Крыша с видом на центр города, категории: Крыши Арбат",6.2163267,-36.77798,крыша вид центр город  крыша арбат,крыша,34
"Университет с зелёными коридорами, категории: Университеты Басманный",7.1051135,-26.061707,университет зеленый коридор  университет басманный,университет,68
"Парк в исторической части Москвы, категории: Парки, площади Дворы, детские площадки Басманный",-8.422876,-19.084227,парк исторический часть москва  парк площадь двор детский площадка басманный,парк,43
"Мужской клуб с бархатными стенами, категории: Ночные клубы и бары Алексеевский",8.96301,43.258423,мужской клуб бархатный стена  ночной клуб бар алексеевский,клуб,31
"Дом в скандинавском стиле , категории: Загородные дома и таунхаусы",62.17037,-17.513788,дом скандинавский стиль  загородный дом таунхаус,дом,18
"Комфортабельный коттедж с дорогой мебелью, категории: Загородные дома и таунхаусы",61.891335,-19.382822,комфортабельный коттедж дорога мебель  загородный дом таунхаус,дорога,19
"Дом с итальянским интерьером, категории: Загородные дома и таунхаусы",60.86574,-20.491072,дом итальянский интерьер  загородный дом таунхаус,дом,18
"Обыкновенная веломастерская, категории: Гаражи и парковки Таганский",-15.51926,5.6841207,обыкновенный веломастерская  гараж парковка таганский,гараж,15
"Харизматичный дом в классическом стиле , категории: Загородные дома и таунхаусы",62.357807,-17.590025,харизматичный дом классический стиль  загородный дом таунхаус,дом,18
"Деревянный дом на берегу реки, категории: Дачные поселки",-8.776623,-0.80488074,деревянный дом берег река  дачный поселок,дом,18
"Дом отличающийся гармоничностью, категории: Загородные дома и таунхаусы",66.68757,-16.492754,дом отличаться гармоничность  загородный дом таунхаус,дом,18
"Дом стюардессы, категории: Загородные дома и таунхаусы",63.94357,-15.965714,дом стюардесса  загородный дом таунхаус,дом,18
"Дом яркая роскошь, категории: Загородные дома и таунхаусы Кунцево",60.27387,-15.8397045,дом яркий роскошь  загородный дом таунхаус кунцево,дом,18
"Первоклассный дом с бассейном, категории: Загородные дома и таунхаусы",64.00521,-16.431072,первоклассный дом бассейн  загородный дом таунхаус,дом,18
"Сталинский подъезд, категории: Жилые комплексы и подъезды",-26.870773,-3.51755,сталинский подъезд  жилой комплекс подъезд,подъезд,50
"Кладбище со скромной капеллой , категории: Кладбища, церкви",14.305359,11.167173,кладбище скромный капелла  кладбище церковь,кладбище,29
"Классический дом с деревянным интерьером, категории: Дачные поселки",-11.489737,-5.4476676,классический дом деревянный интерьер  дачный поселок,дом,18
"Модный дом с бильярдом, категории: Загородные дома и таунхаусы",64.35138,-15.594576,модный дом бильярд  загородный дом таунхаус,дом,18
"Классический светлый дом, категории: Загородные дома и таунхаусы",59.815647,-20.450197,классический светлый дом  загородный дом таунхаус,дом,18
"Традиционный семейный коттедж, категории: Загородные дома и таунхаусы",60.21092,-18.614223,традиционный семейный коттедж  загородный дом таунхаус,дом,18
"Дом молодой семьи, категории: Загородные дома и таунхаусы",64.279625,-14.4670105,дом молодой семья  загородный дом таунхаус,дом,18
"Семейный коттедж , категории: Загородные дома и таунхаусы",60.344677,-18.566225,семейный коттедж  загородный дом таунхаус,дом,18
"Бассейн с городскими фонами, категории: Бассейны Бутырский",3.4556324,10.160759,бассейн городской фон  бассейн бутырский,бассейн,8
"Кладбище с часовней, категории: Кладбища, церкви Головинский",14.462912,11.182993,кладбище часовня  кладбище церковь головинский,кладбище,29
"Вместительная квартира с классическим интерьером, категории: Квартиры Митино",-19.487566,-35.18509,вместительный квартира классический интерьер  квартира митино,квартира,27
"Пляж с пирсом, категории: Набережные, пляжи Пирсы",-12.423111,3.9366992,пляж пирс  набережная пляж пирс,пляж,48
"Кладбище с капеллой, категории: Кладбища, церкви Алексеевский",14.387488,11.477309,кладбище капелла  кладбище церковь алексеевский,кладбище,29
"Крыша с живописным видом на город, категории: Крыши Тверской",5.476997,-35.35631,крыша живописный вид город  крыша тверская,крыша,34
"Ветеринарная клиника с мансардой, категории: Частные клиники",-46.060246,7.5780454,ветеринарный клиника мансарда  частный клиника,клиника,30
"Лечебница со светлым интерьером, категории: Больницы Покровское-Стрешнево",2.3897295,9.052472,лечебница светлый интерьер  больница покровский стрешнево,интерьер,23
"Склад с заливным полом, категории: ПРОСТРАНСТВА",27.94169,-10.700841,склад заливной пол  пространство,пространство,54
"Больница СССР , категории: Больницы",-4.8155255,-1.910898,больница ссср  больница,больница,12
"Бункер с бетонными стенами, категории: Подвалы Промзоны",2.2223887,-11.297059,бункер бетонный стена  подвал промзона,подвал,49
"Квартира со светлой детской, категории: Квартиры Гагаринский район",-22.303131,-37.585537,квартира светлый детский  квартира гагаринский район,квартира,27
"Склад в старом здании, категории: Промзоны Люблино",4.144631,-9.125526,склад старый здание  промзона люблино,здание,22
"Эксцентричная квартира молодой пары, категории: Квартиры Донской район",-23.42461,-35.745514,эксцентричный квартира молодой пара  квартира донской район,квартира,27
"Парк с рекой, категории: Парки, площади Озера, реки, карьеры Покровское-Стрешнево",-18.280193,8.960018,парк река  парк площадь озеро река карьера покровский стрешнево,парк,43
"Веломастерская в подвальном помещении , категории: Мастерские и студии Подвалы Покровское-Стрешнево",2.8574958,7.9027505,веломастерская подвальный помещение  мастерская студия подвал покровский стрешнево,помещение,51
"Больничные коридоры, категории: Больницы Подвалы Люблино",22.45469,-9.996352,больничный коридор  больница подвал люблино,больница,12
"Коридоры промзоны, категории: Промзоны Кокошкино",14.66556,-28.204792,коридор промзона  промзона кокошкин,промзона,53
"Лофт-мастерская художника, категории: Мастерские и студии Московский",-15.264555,-15.058602,лофт мастерская художник  мастерская студия московский,лофт,36
"Белая мастерская скульптора, категории: Мастерские и студии Преображенское",-14.509731,-15.030187,белый мастерская скульптор  мастерская студия преображенский,мастерская,38
"Прогулочный парк, категории: Парки, площади",-2.3995674,-22.53172,прогулочный парк  парк площадь,парк,43
"Загородный отель с бассейном, категории: Конференц-залы Отели, гостиницы, хостелы Бассейны",11.230781,-3.9746082,загородный отель бассейн  конференц-зал отель гостиница хостел бассейн,отель,41
"Ветеринарная клиника с голубым фасадом, категории: Частные клиники",-45.952007,14.546022,ветеринарный клиника голубой фасад  частный клиника,клиника,30
"Склад с большими потолками, категории: Промзоны Чертаново Центральное ПРОСТРАНСТВА",26.401876,8.0087185,склад большой потолок  промзона чертаново центральный пространство,промзона,53
"Профессиональный стрелковый клуб, категории: Другие виды спорта Дорогомилово Павильоны ПРОСТРАНСТВА",16.131819,-18.801228,профессиональный стрелковый клуб  вид спорт дорогомилово павильон пространство,клуб,31
"Жилой комплекс бизнес-класса , категории: Дачные поселки",-26.33685,0.08015889,жилой комплекс бизнес-класс  дачный поселок,комплекс,32
"Детский сад в цветах радуги, категории: Детские сады Пресненский",-26.71092,-7.0962157,детский сад цветок радуга  детский сад пресненский,none,0
"Культурный особняк, категории: Кабинеты, переговорные Усадьбы Преображенское",12.391054,-10.473381,культурный особняк  кабинет переговорный усадьба преображенское,кабинет,24
"Радужный ресторан с верандой, категории: Рестораны и кафе",-8.926259,52.736797,радужный ресторан веранда  ресторан кафе,ресторан,57
"Великолепный ангар с выходом на крышу, категории: Крыши Подвалы Промзоны Заброшенные здания Преображенское ПРОСТРАНСТВА",0.9088517,-33.122303,великолепный ангар выход крыша  крыша подвал промзона забросить здание преображенское пространство,ангар,2
"Лофт-студия с подиумом и лестницей, категории: ПРОСТРАНСТВА Конференц-залы",14.765112,-24.21831,лофт студия подиум лестница  пространство конференц-зал,лофт,36
"Яркий детский сад, категории: Детские сады Аэропорт",0.45799977,-21.600056,яркий детский сад  детский сад аэропорт,аэропорт,5
"Деревообрабатывающий цех с технологичным оборудованием, категории: Промзоны Печатники",-5.5925436,-10.103192,деревообрабатывающий цех технологичный оборудование  промзона печатник,промзона,53
"Продолговатая крыша с видом на храм, категории: Крыши Басманный",7.237895,-30.904917,продолговатый крыша вид храм  крыша басманный,крыша,34
"Офисное пространство без отделки + паркинг, категории: Бизнес-центры Гаражи и парковки Филимонковское",4.8836436,-25.071266,офисный пространство отделка паркинг  бизнес-центр гараж парковка филимонковский,пространство,54
"Классический светлый офис, категории: Офисы Кабинеты, переговорные Хорошёвский",25.82583,37.007355,классический светлый офис  офис кабинет переговорный хорошевский,офис,42
"Обширный подземный паркинг в ТЦ, категории: Гаражи и парковки Хорошёвский",-20.365332,6.0687103,обширный подземный паркинг тц  гараж парковка хорошевский,тц,67
"Частная детская школа, категории: Школы Частные учебные заведения Подвалы Тимирязевский",16.08795,0.7152369,частный детский школа  школа частный учебный заведение подвал тимирязевский,школа,75
"Новый Торговый центр, категории: ТЦ, магазины Хорошёвский",-2.7781637,21.666248,новый торговый центр  тц магазин хорошевский,центр,74
"Музей с подвалами без окон , категории: Музеи Подвалы Арбат",18.62804,3.9099133,музей подвал окно  музей подвал арбат,подвал,49
"Жилой комплекс с прудом, категории: Дачные поселки Парки, площади Озера, реки, карьеры Сосенское",-6.93182,3.3645327,жилой комплекс пруд  дачный поселок парк площадь озеро река карьера сосенский,комплекс,32
"Изящный ресторан в тёплых тонах, категории: Рестораны и кафе Дорогомилово",-10.399401,56.030174,изящный ресторан теплый тон  ресторан кафе дорогомилово,ресторан,57
"БЦ с выходом на крышу и паркингом, категории: Бизнес-центры Крыши Гаражи и парковки Таганский",-20.766811,4.441191,бц выход крыша паркинг  бизнес-центр крыша гараж парковка таганский,крыша,34
"Детский сад в светлых тонах, категории: Детские сады Тверской",14.681566,-32.18537,детский сад светлый тон  детский сад тверской,none,0
"Кинотеатр с футуристическим холом, категории: Марьина Роща КИНОТЕАТРЫ ",-15.070671,4.6487823,кинотеатр футуристический хол  марьин роща кинотеатр,кинотеатр,28
"Солидный бар, категории: Ночные клубы и бары Чертаново Центральное",7.3771133,45.015865,солидный бар  ночной клуб бар чертаново центральный,бар,7
"Банкетный зал, категории: Рестораны и кафе Филимонковское",-6.011254,52.558395,банкетный зал  ресторан кафе филимонковский,зал,20
"Отель в духе сталинского ампира, категории: Отели, гостиницы, хостелы Беговой",-26.72168,9.64521,отель дух сталинский ампир  отель гостиница хостел беговой,отель,41
"Молодёжный бар с граффити , категории: Ночные клубы и бары Якиманка",9.977256,44.65084,молодежный бар граффити  ночной клуб бар якиманка,бар,7
"Фотостудия с потёртыми стенами, категории: Басманный СТУДИИ",-7.0589075,-5.163446,фотостудия потертый стена  басманный студия,студия,63
"Фитнес-клуб со смешанными единоборствами, категории: Бани и сауны Фитнес-клубы Бокс, борьба Другие виды спорта Хорошёвский",24.243774,-16.617079,фитнес-клуб смешанный единоборство  баня сауна фитнес-клуб бокс борьба вид спорт хорошевский,баня,6
